"date","Home_team","Away_team","Half/Home","Half/Away","Full/Home","Full/Away"
"10:44","West Ham","Nottingham","0","0","0","1"
"10:44","Manchester Kék","Tottenham","1","0","1","1"
"10:44","Brentford","Vörös Ördögök","0","0","2","0"
"10:44","Aston Oroszlán","Everton","1","0","1","3"
"10:51","Vörös Ördögök","Wolverhampton","2","1","3","2"
"10:51","Liverpool","Nottingham","1","0","2","1"
"10:51","Newcastle","West Ham","0","0","0","0"
"10:51","Brighton","Manchester Kék","0","2","1","2"
"10:51","Everton","Crystal Palace","0","0","1","0"
"10:51","Tottenham","Chelsea","1","1","1","2"
"10:51","Fulham","Aston Oroszlán","0","0","2","0"
"10:51","London Ágyúk","Brentford","1","1","1","1"
"10:58","Wolverhampton","London Ágyúk","1","0","2","1"
"10:58","Chelsea","Brighton","2","0","3","0"
"10:58","Brentford","Tottenham","1","0","1","0"
"10:58","Nottingham","Newcastle","1","1","2","1"
"10:58","Aston Oroszlán","Vörös Ördögök","1","0","1","0"
"10:58","Manchester Kék","Liverpool","2","0","3","1"
"10:58","West Ham","Everton","1","2","1","4"
"10:58","Crystal Palace","Fulham","0","2","1","3"
"11:06","Everton","Nottingham","0","1","0","2"
"11:06","Fulham","West Ham","1","0","1","1"
"11:06","Liverpool","Newcastle","0","0","2","1"
"11:06","Vörös Ördögök","Crystal Palace","0","0","0","0"
"11:06","Brighton","Brentford","0","1","1","1"
"11:06","London Ágyúk","Aston Oroszlán","1","0","4","0"
"11:06","Manchester Kék","Chelsea","0","0","2","0"
"11:06","Tottenham","Wolverhampton","3","0","3","0"
"11:13","Brentford","Manchester Kék","0","0","0","1"
"11:13","Nottingham","Fulham","0","0","0","0"
"11:13","Chelsea","Liverpool","0","0","1","0"
"11:13","Wolverhampton","Brighton","0","1","0","2"
"11:13","Crystal Palace","London Ágyúk","2","1","2","2"
"11:13","Newcastle","Everton","0","0","0","1"
"11:13","Aston Oroszlán","Tottenham","0","0","0","0"
"11:13","West Ham","Vörös Ördögök","0","2","0","2"
"11:20","Liverpool","Everton","2","0","2","0"
"11:20","Vörös Ördögök","Nottingham","4","0","5","1"
"11:20","Manchester Kék","Wolverhampton","2","0","4","0"
"11:20","Chelsea","Brentford","1","0","4","1"
"11:20","London Ágyúk","West Ham","3","0","5","0"
"11:20","Fulham","Newcastle","1","0","2","0"
"11:20","Tottenham","Crystal Palace","2","0","3","0"
"11:20","Brighton","Aston Oroszlán","1","0","2","1"
"11:28","Brentford","Liverpool","0","0","0","2"
"11:28","Crystal Palace","Brighton","0","1","1","1"
"11:28","Aston Oroszlán","Manchester Kék","1","0","1","2"
"11:28","Everton","Fulham","1","0","2","1"
"11:28","Newcastle","Vörös Ördögök","1","0","1","1"
"11:28","West Ham","Tottenham","0","0","0","2"
"11:28","Wolverhampton","Chelsea","0","0","0","1"
"11:28","Nottingham","London Ágyúk","1","2","1","4"
"11:35","London Ágyúk","Newcastle","0","0","2","2"
"11:35","Brighton","West Ham","0","0","0","1"
"11:35","Vörös Ördögök","Everton","2","1","4","1"
"11:35","Liverpool","Fulham","2","0","3","1"
"11:35","Brentford","Wolverhampton","1","0","3","1"
"11:35","Tottenham","Nottingham","2","0","3","1"
"11:35","Chelsea","Aston Oroszlán","0","0","0","1"
"11:35","Manchester Kék","Crystal Palace","2","1","3","2"
"11:42","Aston Oroszlán","Brentford","0","3","1","3"
"11:42","Crystal Palace","Chelsea","1","0","2","0"
"11:42","Fulham","Vörös Ördögök","0","0","2","0"
"11:42","Newcastle","Tottenham","0","0","0","1"
"11:42","Nottingham","Brighton","1","0","2","2"
"11:42","Wolverhampton","Liverpool","0","3","0","3"
"11:42","Everton","London Ágyúk","1","1","1","2"
"11:42","West Ham","Manchester Kék","2","0","2","2"
"11:50","Chelsea","West Ham","1","0","3","0"
"11:50","Manchester Kék","Nottingham","2","0","4","0"
"11:50","Brentford","Crystal Palace","1","0","2","0"
"11:50","Liverpool","Vörös Ördögök","0","1","0","1"
"11:50","Tottenham","Everton","1","2","1","2"
"11:50","London Ágyúk","Fulham","0","1","0","1"
"11:50","Wolverhampton","Aston Oroszlán","1","0","1","1"
"11:50","Brighton","Newcastle","0","1","2","2"
"11:57","Crystal Palace","Wolverhampton","1","1","2","3"
"11:57","Vörös Ördögök","London Ágyúk","1","0","1","1"
"11:57","Fulham","Tottenham","1","1","1","1"
"11:57","Nottingham","Chelsea","0","1","0","1"
"11:57","West Ham","Brentford","1","0","2","1"
"11:57","Newcastle","Manchester Kék","0","0","1","0"
"11:57","Aston Oroszlán","Liverpool","0","0","1","0"
"11:57","Everton","Brighton","3","0","3","1"
"12:04","Wolverhampton","West Ham","0","0","0","1"
"12:04","Brighton","Fulham","1","2","2","3"
"12:04","Chelsea","Newcastle","3","0","4","0"
"12:04","Liverpool","London Ágyúk","0","1","1","2"
"12:04","Aston Oroszlán","Crystal Palace","0","0","0","1"
"12:04","Manchester Kék","Everton","0","0","1","1"
"12:04","Tottenham","Vörös Ördögök","0","1","0","2"
"12:04","Brentford","Nottingham","0","0","0","1"
"12:12","Everton","Chelsea","0","0","1","1"
"12:12","Vörös Ördögök","Brighton","3","0","4","0"
"12:12","Nottingham","Wolverhampton","1","1","3","1"
"12:12","Crystal Palace","Liverpool","0","0","0","1"
"12:12","London Ágyúk","Tottenham","1","1","3","1"
"12:12","Fulham","Manchester Kék","1","1","1","5"
"12:12","West Ham","Aston Oroszlán","1","1","2","1"
"12:12","Newcastle","Brentford","1","0","1","1"
"12:19","Brighton","London Ágyúk","1","0","3","0"
"12:19","Aston Oroszlán","Nottingham","0","1","2","2"
"12:19","Manchester Kék","Vörös Ördögök","1","0","3","1"
"12:19","Brentford","Everton","0","1","1","1"
"12:19","Wolverhampton","Newcastle","2","1","3","2"
"12:19","Crystal Palace","West Ham","1","0","1","0"
"12:19","Liverpool","Tottenham","1","2","2","2"
"12:19","Chelsea","Fulham","0","0","1","0"
